4.440625	-6.235059	-4.2396483
4.4310546	-6.2015624	-4.220508
4.4549804	-6.2685547	-4.2109375
4.469336	-6.2829103	-4.2348633
4.498047	-6.215918	-4.1965823
4.498047	-6.239844	-4.1200194
4.474121	-6.2829103	-4.1104493
4.2731447	-6.311621	-4.2109375
3.98125	-6.364258	-4.3066406
3.7276368	-6.6083007	-4.3975587
3.6175783	-6.852344	-4.3927736
3.8041992	-6.790137	-4.191797
4.282715	-6.44082	-3.8424807
4.923926	-6.0627933	-3.4357421
5.455078	-5.9575195	-3.1629884
5.7661133	-5.9240236	-2.9859376
5.8522463	-5.813965	-2.8519533
5.900098	-5.7182617	-2.784961
5.914453	-5.699121	-2.7418945
5.9288087	-5.6799808	-2.7036133
5.938379	-5.689551	-2.694043
5.885742	-5.7086916	-2.7036133
5.914453	-5.7039065	-2.6701171
6.0149417	-5.7421875	-2.6414063
5.8426757	-5.689551	-2.665332
5.7469726	-5.7469726	-2.6461914
5.8043947	-5.775684	-2.6270509
5.8522463	-5.7134767	-2.631836
5.8666015	-5.689551	-2.603125
5.9766603	-5.723047	-2.5313478
6.005371	-5.7086916	-2.4834962
5.9335938	-5.7278323	-2.4595704
5.9431643	-5.689551	-2.4212892
5.991016	-5.6799808	-2.387793
6.029297	-5.67041	-2.3782227
6.029297	-5.7469726	-2.4117188
5.895313	-5.7374024	-2.4308593
5.8905272	-5.7996097	-2.387793
5.971875	-5.761328	-2.3686523
6.034082	-5.7278323	-2.3495119
6.010156	-5.723047	-2.3638673
6.0197268	-5.7182617	-2.359082
5.9575195	-5.694336	-2.354297
5.900098	-5.7469726	-2.4117188
5.880957	-5.81875	-2.4356446
5.8522463	-5.7661133	-2.4260743
5.9575195	-5.7661133	-2.4308593
5.9814453	-5.780469	-2.4260743
5.938379	-5.7661133	-2.4117188
6.029297	-5.8666015	-2.3686523
5.991016	-5.871387	-2.3686523
5.8043947	-5.751758	-2.3303711
5.541211	-5.1775393	-2.454785
5.9192386	-5.665625	-2.4834962
6.0532227	-6.0819335	-2.5552735
5.904883	-6.2781253	-2.6414063
5.96709	-6.4982424	-2.6844728
5.8905272	-6.44082	-2.7706056
5.871387	-5.9623046	-2.6988282
5.632129	-5.565137	-2.5552735
5.4120116	-5.632129	-2.2011719
5.0339847	-5.230176	-1.8614259
5.459863	-5.5316405	-1.7561524
6.005371	-6.182422	-1.9236329
6.120215	-6.799707	-2.2203126
5.971875	-6.7805667	-2.5313478
6.110645	-6.426465	-2.7131836
6.0627933	-6.2302737	-2.7993164
5.971875	-5.938379	-2.6892579
5.6512694	-5.359375	-2.4930665
5.656055	-5.3689456	-2.1676757
5.579492	-5.569922	-1.7944336
5.541211	-5.5555663	-1.5838867
6.211133	-5.665625	-1.5982422
6.8379884	-6.034082	-1.6891602
6.9432616	-6.340332	-1.8470703
6.7470703	-6.235059	-2.0289063
6.517383	-6.225488	-2.024121
5.8283205	-5.9431643	-1.9762696
5.234961	-5.909668	-2.1054688
5.014844	-6.1967773	-2.325586
4.8617187	-6.5365233	-2.512207
4.7373047	-6.756641	-2.6270509
4.59375	-6.6896486	-2.8998048
4.469336	-6.651367	-3.182129
4.2731447	-6.340332	-3.4213867
4.3879886	-6.459961	-3.7276368
4.349707	-7.0293946	-4.0530276
4.0578127	-7.1825194	-4.12959
4.043457	-6.8284183	-4.033887
4.1200194	-6.8188477	-3.9286134
4.0195313	-6.761426	-4.009961
4.1152344	-6.9001956	-4.0530276
3.9668946	-6.6944337	-4.0530276
3.6606445	-6.2876954	-4.12959
3.8137696	-6.187207	-4.191797
3.885547	-6.641797	-4.0913086
3.7276368	-6.7135744	-3.9908204
3.703711	-6.6178713	-3.947754
4.0913086	-6.57959	-4.1152344
4.780371	-6.7422853	-4.383203
4.7660155	-6.9049807	-4.5076175
4.2731447	-6.794922	-4.43584
3.9956055	-6.7279296	-4.2061524
3.9908204	-6.550879	-4.0865235
4.1965823	-6.584375	-4.0003905
4.344922	-6.952832	-3.8424807
3.9286134	-6.8284183	-3.6319337
3.7419922	-6.464746	-3.545801
4.1056643	-6.5987306	-3.4644532
4.316211	-6.732715	-3.3783205
4.2396483	-6.450391	-3.3639648
4.244434	-6.091504	-3.4453125
4.4119143	-6.2781253	-3.703711
4.866504	-6.8475585	-4.048242
4.8808594	-6.794922	-4.3066406
4.459766	-6.436035	-4.5267577
3.856836	-6.2781253	-4.7899413
3.646289	-6.517383	-4.8521485
3.4788086	-6.704004	-4.6081057
3.5266602	-6.426465	-3.9238281
3.9860353	-6.426465	-3.091211
4.7851563	-6.546094	-2.3351562
5.689551	-6.5700197	-1.6173829
6.225488	-6.541309	-1.038379
6.3738284	-6.225488	-0.7416992
6.239844	-6.005371	-0.6316406
6.1393557	-5.876172	-0.58378905
6.330762	-6.235059	-0.58378905
6.311621	-6.2972655	-0.7608399
6.239844	-6.125	-1.1149415
6.2541995	-5.9527345	-1.3972657
6.239844	-5.871387	-1.5743164
6.1728516	-6.0388675	-1.5886719
6.0484376	-6.0532227	-1.5456055
6.148926	-6.110645	-1.3494141
6.215918	-6.2302737	-1.1675781
6.3499026	-6.43125	-1.009668
6.3881836	-6.4168944	-0.8517578
6.2876954	-6.3738284	-0.7512695
6.4073243	-6.3211913	-0.55507815
6.345117	-6.220703	-0.34931642
5.9814453	-6.1680665	-0.35888672
5.6129885	-6.560449	-0.6220703
5.5507813	-7.101172	-0.7751953
5.756543	-7.0628905	-0.7751953
5.7326174	-6.541309	-0.7991211
5.8426757	-6.4073243	-0.92832035
5.904883	-6.4073243	-1.0240234
5.9240236	-6.3929687	-1.0288086
6.1919923	-6.637012	-1.0958008
