0	0	1	1	3	1	0	0	1473868273868
0	-1	1	2	3	6	1	-2	1473868273864
-1	1	-1	1	2	3	1	0	1473868273869
-1	-1	0	0	-1	1	2	1	1473868273910
-2	0	0	-3	-3	-2	-2	-1	1473868273915
-2	-1	0	-1	-3	-1	0	-1	1473868273910
-1	-2	-2	0	3	0	2	0	1473868273915
-2	-1	-2	1	2	3	-1	0	1473868273956
1	-2	-1	1	1	1	1	-2	1473868273961
0	-1	-2	-5	-3	-6	-3	-2	1473868273958
-2	1	-1	3	3	0	0	0	1473868273963
0	-2	-1	5	5	8	2	-1	1473868273959
0	-3	-1	0	-2	-3	-1	0	1473868273964
-1	-3	-1	-4	-5	0	-3	-3	1473868274011
-2	-2	-2	-5	-6	-5	-2	-1	1473868274016
-1	0	-2	1	1	-4	0	2	1473868274011
-1	-1	0	2	3	7	0	-1	1473868274016
-2	-1	0	-1	-3	-5	-2	-3	1473868274011
-1	-2	0	-1	2	1	1	0	1473868274016
-1	-1	0	-3	-6	-1	-2	-2	1473868274011
-1	1	-1	-3	0	-4	0	0	1473868274016
-1	-2	-4	-2	-3	0	-2	-1	1473868274053
0	0	0	-7	-1	-3	-1	-2	1473868274058
0	0	0	3	4	0	0	-1	1473868274055
1	-2	-2	0	1	2	-1	-1	1473868274060
-1	-1	-1	0	-3	-1	-1	-1	1473868274099
0	-1	0	1	-3	-2	-3	0	1473868274104
-1	-1	-1	-2	-4	-3	-2	-2	1473868274099
-1	-2	0	-2	-4	-3	-3	-1	1473868274104
-1	0	1	-4	0	-1	-2	-1	1473868274101
-2	1	-2	4	1	-1	0	0	1473868274106
-1	-1	-1	2	3	2	0	2	1473868274102
-1	-2	-2	-3	-1	2	1	0	1473868274107
-1	-2	1	-3	-5	-4	-2	-2	1473868274147
0	-1	1	1	-2	3	-1	-1	1473868274152
0	0	-2	0	2	0	2	0	1473868274149
0	0	-1	0	2	3	1	0	1473868274154
-1	-1	-3	-2	-1	-2	-1	-1	1473868274151
-1	-3	-1	-5	-3	-5	-3	0	1473868274156
-1	1	-1	0	0	-2	-2	0	1473868274195
-1	-1	-1	0	0	-2	1	0	1473868274200
0	1	1	0	3	6	1	1	1473868274195
-2	0	-1	-3	-2	-5	0	-2	1473868274200
-3	0	-3	0	-2	-3	-1	-3	1473868274242
0	-1	0	-3	0	-1	-1	0	1473868274247
-2	-1	-1	-2	-3	-4	-3	-1	1473868274243
0	-1	-2	1	-1	-2	-3	1	1473868274248
0	-2	-2	-4	-3	-1	-2	-2	1473868274244
-2	-1	-1	-2	-3	-1	-1	0	1473868274249
0	-2	-2	-2	-1	-1	-2	0	1473868274246
0	0	0	0	0	1	-2	0	1473868274251
0	1	-1	-7	-3	-1	0	-1	1473868274290
-2	1	0	1	2	-3	-2	-2	1473868274295
0	0	-1	0	1	-2	0	1	1473868274293
0	0	0	2	0	-6	-3	-1	1473868274298
-2	-1	1	-3	-2	0	-3	-3	1473868274294
-2	-1	-1	-2	3	6	1	0	1473868274299
0	0	-2	0	1	2	-1	-1	1473868274338
-1	-1	-1	-5	-5	-3	-3	-3	1473868274343
1	0	1	0	0	-4	-1	-1	1473868274341
-1	-1	0	3	1	-1	-2	0	1473868274346
-1	-2	-1	-1	-1	-1	-1	0	1473868274387
-1	0	1	-7	-1	4	-1	2	1473868274392
-1	-1	-1	0	-2	9	-1	0	1473868274387
-1	-1	0	-1	0	-3	0	-1	1473868274392
-3	0	0	-1	0	1	0	0	1473868274389
-2	-2	0	-3	-2	-2	-2	-2	1473868274394
-2	2	-1	-2	-3	-4	-3	1	1473868274432
-1	-1	0	-1	-3	-3	-4	0	1473868274437
0	-1	0	-1	-2	-1	-1	0	1473868274434
0	-1	-2	3	1	1	0	-1	1473868274439
-1	-3	-1	-4	-5	1	-1	-2	1473868274435
0	0	-1	-3	-5	-1	0	-1	1473868274440
0	-2	0	2	6	-1	-1	1	1473868274481
-1	-1	1	1	-1	-2	-2	-1	1473868274486
-1	-2	-1	-2	-1	2	-2	0	1473868274481
-1	-1	-2	2	1	2	1	-1	1473868274486
-1	0	0	-3	1	0	-1	0	1473868274482
-1	1	-2	-3	-3	0	-2	-2	1473868274487
0	-1	-2	-5	-3	-4	-2	-2	1473868274528
-1	-2	1	2	1	-2	-1	-1	1473868274533
-1	-2	-2	-2	-2	-5	-1	-2	1473868274528
-1	-1	-1	1	2	-2	-2	-1	1473868274533
-2	0	0	3	-1	5	-1	-2	1473868274528
-3	-3	-1	-7	-4	0	0	0	1473868274533
-1	-1	0	5	3	-4	-2	-3	1473868274530
0	-2	-2	1	-1	0	0	0	1473868274535
-2	-1	0	-2	-1	-2	-1	-4	1473868274579
-1	0	-2	0	-2	-1	-3	-2	1473868274584
0	-3	-1	-3	-5	-6	-1	0	1473868274579
1	-1	-1	0	0	-2	-2	-1	1473868274584
0	-3	-2	-1	-2	-2	-1	0	1473868274622
2	1	-2	0	1	-4	-3	0	1473868274627
1	-2	-1	1	3	4	-2	-1	1473868274623
-2	-1	-3	-5	-3	-3	-1	-1	1473868274628
-1	-2	0	-1	-1	-3	-2	-2	1473868274624
-2	-1	-2	-1	-4	-3	-1	-2	1473868274629
0	1	-3	-2	-1	0	-1	0	1473868274626
1	-2	-2	0	1	0	-2	-1	1473868274631
-3	-1	1	0	-2	-3	0	-2	1473868274670
-1	-2	-1	-2	-1	1	-1	-1	1473868274675
-1	-3	-3	-2	-2	0	-2	0	1473868274672
0	-2	0	-2	0	-3	-3	-2	1473868274677
0	-1	0	-2	2	2	0	-1	1473868274673
1	0	0	1	-2	-1	0	-1	1473868274678
-1	-1	2	1	2	1	-1	-2	1473868274720
2	0	-2	-2	-3	-3	1	-1	1473868274725
1	-2	0	0	1	0	-1	-2	1473868274721
-1	-1	0	-4	-6	-2	-2	-2	1473868274726
1	-1	-2	-2	-1	-1	-1	-1	1473868274767
-4	-2	0	-2	-1	0	-1	-1	1473868274772
-1	-1	-2	-1	-3	-2	-1	-1	1473868274768
-2	-2	-1	-3	-2	-1	-2	-2	1473868274773
0	-3	0	-3	-4	-3	-2	-3	1473868274768
-1	-2	0	-1	-2	-1	-1	-3	1473868274773
-1	-1	-1	3	1	1	1	-1	1473868274771
-1	-1	-1	-9	-4	-2	-2	1	1473868274776
0	-2	-1	-3	-6	-1	-1	-1	1473868274812
-2	0	-2	-1	-3	-5	-3	-1	1473868274817
-3	-1	-1	-1	0	-2	-1	-1	1473868274812
0	-2	0	0	-4	0	-2	0	1473868274817
0	0	-2	0	0	-5	-2	0	1473868274860
-1	-2	-1	3	1	3	1	-1	1473868274865
-2	-1	-1	1	-3	-1	-8	-8	1473868274861
1	-2	-5	-13	-8	-15	11	6	1473868274866
-9	-3	-2	3	-6	-11	-42	-24	1473868274863
8	1	3	14	15	46	46	31	1473868274868
3	0	-1	1	9	7	50	11	1473868274864
-1	-2	2	1	-1	7	-1	-3	1473868274869
-2	-2	-2	-6	-7	-16	8	0	1473868274907
-5	-2	-3	-2	-11	-39	-12	-18	1473868274912
5	1	0	-1	7	9	30	7	1473868274908
-2	-2	0	14	-2	-4	-9	-6	1473868274913
0	-2	-5	-11	-18	-20	5	-2	1473868274910
-7	-1	3	10	9	-2	-49	-21	1473868274915
4	1	-3	5	19	17	64	30	1473868274912
3	2	18	5	-3	28	10	3	1473868274917
-1	-5	0	-14	-6	5	5	3	1473868274957
1	-3	-4	-11	-6	-2	-5	0	1473868274962
4	12	39	43	11	1	-8	0	1473868274957
-17	-17	-49	-38	-25	-23	-75	-31	1473868274962
2	-2	13	2	-20	-6	4	7	1473868275003
5	-1	-6	-15	41	45	43	21	1473868275008
-17	-8	-23	-26	7	-19	25	-37	1473868275003
13	5	43	34	53	53	16	5	1473868275008
1	12	23	21	7	29	11	5	1473868275007
-12	-11	6	7	-3	-12	19	-16	1473868275012
-3	-14	-94	-38	-36	-19	-47	-3	1473868275007
-16	-2	17	-8	-15	-17	-12	8	1473868275012
-7	-19	20	-30	-56	-33	-32	-31	1473868275050
-8	10	-10	6	81	18	-17	6	1473868275055
39	1	3	18	10	27	-38	25	1473868275052
-60	-8	16	-9	5	-21	31	-7	1473868275057
12	-1	-25	1	-9	16	-23	18	1473868275054
-9	-1	-6	-11	-62	-22	24	-5	1473868275059
-9	-3	-22	-3	-6	-33	2	-17	1473868275100
12	2	8	-3	-48	-11	-28	-3	1473868275105
-3	4	10	-17	39	-15	13	4	1473868275101
13	1	3	5	-28	0	-17	7	1473868275106
-6	-2	-15	3	27	-6	11	-6	1473868275146
1	3	21	23	30	4	0	1	1473868275151
7	2	5	-5	13	-10	14	8	1473868275146
-8	-13	-21	-3	1	-13	-8	-6	1473868275151
-10	-5	1	-4	4	28	10	-2	1473868275149
4	-6	-4	-1	-16	-6	-2	-1	1473868275154
0	4	0	16	43	14	-1	-4	1473868275151
1	10	4	-12	-25	-16	4	4	1473868275156
-1	1	4	6	14	17	21	0	1473868275193
4	3	6	7	5	13	10	6	1473868275198
-2	2	-12	-15	-5	1	-5	-2	1473868275195
-1	-11	1	-1	-42	-8	-8	-5	1473868275200
0	-4	-2	-8	7	-16	-4	1	1473868275196
1	-13	-1	7	9	-2	0	0	1473868275201
0	-23	-3	-2	-15	-20	-2	3	1473868275242
-4	6	-2	-6	23	0	-2	-3	1473868275247
9	23	0	28	15	25	2	5	1473868275243
-4	-62	2	-7	-1	-7	1	-4	1473868275248
-2	14	-3	18	23	13	0	-1	1473868275244
0	-3	-1	-2	-24	-12	0	-2	1473868275249
-1	-1	-5	-9	1	-3	-4	-2	1473868275289
1	16	-2	-14	-24	-7	-7	-4	1473868275294
-2	8	-1	-10	8	-19	-8	-2	1473868275289
3	20	0	1	-11	10	2	1	1473868275294
0	-13	1	6	5	-14	0	1	1473868275290
1	11	3	11	0	17	1	1	1473868275295
-3	-9	-4	-5	-13	-6	0	-2	1473868275291
2	12	0	-1	8	-16	-4	1	1473868275296
2	4	-5	-22	-26	-20	-8	-2	1473868275341
4	-2	1	-4	11	6	2	2	1473868275346
-1	-5	0	4	-12	-13	-2	1	1473868275341
-5	-6	-6	-15	-15	-1	-2	-4	1473868275346
-1	-1	0	26	28	13	3	1	1473868275388
-4	-2	1	-5	-2	-4	-1	-2	1473868275393
-3	-8	-3	0	16	-13	2	-2	1473868275388
2	-1	-7	2	18	28	2	-1	1473868275393
0	12	-1	5	-22	-9	-5	-1	1473868275389
3	0	9	5	11	6	5	2	1473868275394
0	-12	-3	-13	-10	1	-3	-2	1473868275389
-1	16	3	-6	-16	-20	-6	-3	1473868275394
-4	-14	-6	5	22	6	2	0	1473868275428
3	11	7	6	-4	1	1	0	1473868275433
-1	-4	5	8	-2	1	1	-1	1473868275431
-2	-4	-2	15	11	1	1	-2	1473868275436
-1	-7	0	17	4	2	1	-2	1473868275431
-1	11	-1	-9	6	4	-2	1	1473868275436
0	-3	0	-28	-14	-3	-3	-1	1473868275432
-2	-5	-6	18	4	-2	0	-2	1473868275437
0	18	9	1	-3	3	-2	-1	1473868275478
0	19	2	8	3	-7	0	-1	1473868275483
-6	-39	-18	-15	-1	-1	-1	-3	1473868275479
5	14	-1	3	0	0	0	0	1473868275484
0	15	7	0	-4	3	-1	-1	1473868275481
1	-10	1	15	3	-4	0	1	1473868275486
-3	2	-2	-32	-12	-6	-3	-2	1473868275524
-2	-6	-4	-12	-13	-10	-2	1	1473868275529
2	15	-2	19	3	0	1	-1	1473868275525
-2	-7	-24	-56	-9	-1	-1	-4	1473868275530
-2	8	-3	-3	-10	-8	-1	5	1473868275528
-8	-22	-14	-19	-10	-9	-3	0	1473868275533
0	12	26	22	7	3	0	0	1473868275528
-5	-4	8	31	12	-1	0	-7	1473868275533
-2	-32	-3	-7	-15	-7	-5	-1	1473868275572
-1	-10	3	11	8	0	4	-1	1473868275577
-2	-6	2	5	1	8	0	-3	1473868275573
0	-13	-11	-9	-4	-3	-3	-1	1473868275578
-5	0	-1	0	-2	-7	-2	-3	1473868275575
3	-2	-1	-2	-8	-1	-1	2	1473868275580
-2	4	3	3	-15	-7	-1	-2	1473868275620
-2	-14	-5	-10	-13	-9	-3	-6	1473868275625
0	1	1	-5	-1	2	2	8	1473868275621
-2	-2	-1	-5	-8	-1	-6	0	1473868275626
2	7	3	7	10	0	0	-2	1473868275674
-2	-10	1	5	-2	3	0	-3	1473868275679
-2	26	-3	9	4	-2	-1	-4	1473868275674
0	-9	-1	-15	-11	-3	-3	0	1473868275679
-2	5	-1	-12	-11	-3	0	0	1473868275674
-1	7	1	7	8	3	-1	2	1473868275679
-2	-5	-5	2	9	7	1	-3	1473868275717
1	-4	0	-6	-6	0	-2	0	1473868275722
-2	-3	-2	-6	-9	-5	-4	-2	1473868275717
-1	2	1	5	-2	-6	-4	0	1473868275722
2	5	-3	5	23	10	0	0	1473868275721
-1	2	1	-6	-17	-9	-3	-2	1473868275726
-1	-9	-6	-7	-18	-11	-6	-3	1473868275721
-3	-1	0	-7	-17	-5	0	0	1473868275726
-8	-12	-1	0	-13	-14	-3	-1	1473868275765
1	4	0	-4	-1	3	-1	-2	1473868275770
2	4	1	1	-1	2	0	1	1473868275766
-3	1	2	3	-6	-2	-3	-1	1473868275771
-4	-7	-3	-17	-10	0	-2	0	1473868275769
-3	-6	-1	8	9	-2	1	-1	1473868275774
1	-2	-2	-6	3	-2	-1	-2	1473868275812
-2	0	-1	12	-1	-2	1	-2	1473868275817
0	0	0	6	3	2	1	-1	1473868275813
0	-2	1	2	4	-3	-2	-1	1473868275818
1	6	-2	5	-4	-1	-1	-2	1473868275813
-1	1	-1	0	-1	-2	-1	0	1473868275818
-1	-5	-2	-12	-3	-3	-2	1	1473868275814
-2	-4	0	-2	-8	-8	-2	-1	1473868275819
1	3	0	1	-9	-8	-3	-1	1473868275857
-2	-2	-8	-11	-7	-4	-2	-2	1473868275862
2	1	-1	-3	-3	-2	-2	0	1473868275858
-4	-17	3	3	4	-1	1	-1	1473868275863
2	5	4	17	12	8	2	0	1473868275861
-2	1	3	1	1	1	0	-1	1473868275866
-1	0	2	4	-4	-1	-2	-2	1473868275904
1	-2	-10	-13	-2	-1	-1	0	1473868275909
1	-1	-3	7	7	2	1	1	1473868275909
-3	-5	3	9	-2	0	-1	-1	1473868275914
1	2	-3	-5	-5	-4	-3	-1	1473868275910
-1	-4	-3	-4	-8	-5	-4	-2	1473868275915
-2	-2	-1	-10	1	-7	-2	0	1473868275910
0	1	3	0	4	12	3	0	1473868275915
-3	-3	-2	-8	-4	-5	-1	-1	1473868275952
0	7	1	3	-6	-3	-2	-1	1473868275957
-1	-3	-1	3	3	-1	-2	0	1473868275955
0	-2	1	-11	-6	-2	-3	-2	1473868275960
0	0	-1	18	14	4	0	-1	1473868275956
0	-1	-1	2	-1	-2	0	-1	1473868275961
1	-1	1	3	2	2	-1	1	1473868276004
1	3	0	0	8	-1	1	2	1473868276009
0	0	-2	-4	2	9	1	-1	1473868276004
0	-1	0	1	4	-4	-1	0	1473868276009
0	-2	-5	5	-5	-1	-1	-2	1473868276004
-1	2	3	1	-3	1	-2	-3	1473868276009
0	0	-1	-4	0	1	1	-3	1473868276049
0	-2	-1	-2	-1	0	-1	-1	1473868276054
-1	0	-2	-5	-7	-8	-3	-2	1473868276049
-1	-2	-3	-5	-6	-7	-3	0	1473868276054
-1	-1	3	-17	-4	3	-1	-1	1473868276095
-2	-1	-2	22	10	0	0	-1	1473868276100
0	-2	-1	-1	-4	-8	-4	-1	1473868276097
-1	0	-2	1	6	4	-1	0	1473868276102
-1	-2	-3	-9	-5	-6	-2	-2	1473868276098
-1	-3	2	-2	1	-1	-1	-3	1473868276103
-3	-1	-2	-1	-4	2	-2	-1	1473868276143
0	-2	-5	-11	-6	-1	0	-2	1473868276148
1	0	0	-3	2	0	0	0	1473868276143
-4	-9	1	5	0	6	-2	-2	1473868276148
0	3	-4	0	2	-1	0	-2	1473868276145
-2	-12	-3	-9	-8	-5	-3	0	1473868276150
-1	-2	0	0	0	-2	1	0	1473868276146
1	1	-1	-4	2	0	-1	-2	1473868276151
-1	-2	-2	-5	-3	-6	-2	0	1473868276193
0	0	0	-4	-4	2	1	-2	1473868276198
-2	-1	0	2	0	5	0	0	1473868276193
-1	0	-1	1	1	1	1	0	1473868276198
-1	-2	0	2	0	0	0	0	1473868276237
0	3	0	1	2	0	0	-1	1473868276242
-2	-3	-1	3	12	-5	1	-1	1473868276238
-2	0	-1	0	2	7	1	1	1473868276243
1	-4	0	2	-1	5	2	-1	1473868276239
0	2	-1	-7	-5	-4	-2	0	1473868276244
-1	1	-3	-7	-10	-3	-3	-2	1473868276240
-3	-1	-1	1	1	-3	1	-1	1473868276245
-3	-2	1	4	4	-3	0	-1	1473868276284
0	0	-1	-3	3	6	1	-2	1473868276289
-1	-1	-1	5	6	3	0	-1	1473868276285
2	0	-2	-2	-1	-1	-1	0	1473868276290
-2	0	-2	-5	-7	-5	-3	-1	1473868276287
-1	-1	0	-2	-5	-2	-2	1	1473868276292
-3	-2	-4	2	-4	-4	-1	-2	1473868276380
0	7	5	11	11	5	3	1	1473868276385
1	1	-1	-6	-11	6	0	-1	1473868276383
1	0	0	2	-3	-14	-5	-4	1473868276388
1	-3	-3	-9	-6	-2	-6	-1	1473868276384
-2	-3	-1	-11	-22	-11	-4	-2	1473868276389
-2	-2	-5	-20	-36	-14	1	-1	1473868276428
-3	-4	-1	3	-28	-30	-5	-3	1473868276433
-9	6	-36	4	0	-18	-7	-6	1473868276430
-7	0	28	-22	-56	-23	-11	-7	1473868276435
-4	9	10	-37	15	-7	-3	-2	1473868276431
-1	-15	-19	15	16	32	2	1	1473868276436
-1	-9	-34	-1	-14	3	0	0	1473868276478
-1	-12	12	8	39	12	10	-2	1473868276483
5	15	17	40	15	26	3	2	1473868276478
3	-13	63	24	16	-5	-3	1	1473868276483
2	3	-66	-7	-3	9	0	-1	1473868276523
-16	-16	0	-42	-35	-26	-11	-9	1473868276528
-13	-40	-101	-25	2	5	-3	-6	1473868276523
-9	4	55	-15	-27	-17	-9	-7	1473868276528
1	5	84	-14	0	-1	-1	1	1473868276524
4	-3	-53	-8	9	6	1	5	1473868276529
21	-6	-33	66	11	9	6	11	1473868276526
-26	16	35	34	11	0	3	-18	1473868276531
69	47	124	-5	-4	-3	-3	-16	1473868276573
-20	-29	-96	-67	-27	-11	-10	-6	1473868276578
4	10	61	32	5	-3	-1	0	1473868276573
-11	-3	-45	-25	3	-1	-2	-24	1473868276578
-6	-12	-19	19	12	9	-12	8	1473868276617
19	30	88	46	7	2	17	9	1473868276622
-10	16	15	5	-1	1	-15	-22	1473868276619
-2	3	9	-10	-9	-4	8	13	1473868276624
-2	-14	-25	14	8	3	13	-1	1473868276619
-8	-4	-46	-17	0	11	7	15	1473868276624
16	8	7	-9	-5	-3	-4	-5	1473868276621
14	1	-37	-11	-7	-5	-11	-5	1473868276626
-8	13	9	-2	8	6	4	-3	1473868276666
12	13	13	19	11	10	2	3	1473868276671
-18	-10	0	2	-3	0	4	-3	1473868276667
1	14	-2	-8	4	4	-3	-7	1473868276672
4	-1	1	3	-2	-5	0	3	1473868276668
4	-13	-15	-2	-1	-1	0	5	1473868276673
-6	-5	-7	-16	-4	-5	-5	12	1473868276714
10	36	13	8	11	12	4	18	1473868276719
-14	3	3	13	12	4	2	-2	1473868276715
-6	-52	-8	-1	-2	-1	-6	-11	1473868276720
1	28	5	1	-9	-8	-4	-11	1473868276759
1	-7	-4	-1	-3	-8	1	-2	1473868276764
1	11	0	4	1	1	1	0	1473868276761
0	-8	5	-4	-1	-6	-3	0	1473868276766
-3	-6	-6	2	3	-1	-2	-4	1473868276762
-5	0	-1	-12	-12	-5	-4	-3	1473868276767
-4	-12	-2	2	-10	-3	2	-4	1473868276764
7	44	4	-3	16	7	2	3	1473868276769
-1	-3	-20	0	7	3	0	-2	1473868276812
1	-4	16	8	-1	-2	-1	-2	1473868276817
-2	-9	6	-7	-8	-3	-2	-2	1473868276812
2	7	-21	-1	-4	-1	-1	1	1473868276817
1	11	18	2	0	0	-2	-2	1473868276855
-12	-13	38	-13	-6	-6	-4	-4	1473868276860
0	-19	-14	-8	-2	1	0	2	1473868276858
-2	-10	-13	-12	8	3	2	1	1473868276863
-4	-8	31	12	-5	-5	-4	-4	1473868276858
-4	8	12	20	1	1	0	-4	1473868276863
2	12	-16	-5	-6	-6	-3	-1	1473868276902
3	-22	-2	7	1	2	1	0	1473868276907
20	25	12	7	-8	4	-2	0	1473868276902
-4	-20	-29	11	7	1	2	2	1473868276907
2	-11	40	0	2	0	-1	-14	1473868276904
8	30	-20	-1	-7	-3	-4	-5	1473868276909
-7	-22	9	-16	-2	-4	0	-4	1473868276905
12	-23	-50	-3	-4	-4	-4	19	1473868276910
6	10	-55	2	3	0	-1	19	1473868276953
12	-5	75	15	-1	2	0	-7	1473868276958
-26	-2	-64	-36	-4	-2	-4	14	1473868276953
-12	-15	13	-18	-5	-2	-1	-15	1473868276958
6	47	0	-4	2	0	0	4	1473868277002
-13	-81	13	11	-5	-3	-5	-5	1473868277007
-6	5	12	17	10	6	2	-14	1473868277003
-4	-9	-42	3	5	-1	1	2	1473868277008
11	20	26	0	-4	0	-2	2	1473868277003
-9	-49	1	-10	-5	-3	-2	-1	1473868277008
-11	-1	-1	-9	-5	0	-2	0	1473868277004
-19	-8	8	0	-2	1	-1	11	1473868277009
-33	6	-28	-2	-5	-5	-5	6	1473868277048
-31	-50	-33	-6	-3	-3	-5	-13	1473868277053
0	5	29	1	-1	-6	-1	10	1473868277049
13	-25	-11	-4	3	1	7	-5	1473868277054
57	15	7	10	7	9	2	-8	1473868277050
2	23	-25	-8	-3	-3	-5	-8	1473868277055
-9	4	-37	-5	-1	-2	-1	0	1473868277094
-20	0	28	5	3	1	1	-7	1473868277099
-10	3	8	-5	-2	3	1	-2	1473868277094
10	-5	-3	-2	2	-4	-4	-3	1473868277099
-13	-8	17	-6	-8	-6	1	-1	1473868277141
-4	-2	-20	-10	0	1	-2	10	1473868277146
-5	5	-35	-4	2	0	1	0	1473868277145
10	15	37	8	-6	-4	-3	-2	1473868277150
-14	-8	-41	-11	-1	-1	-1	0	1473868277145
4	-7	6	-8	-18	-3	-3	0	1473868277150
-6	-6	-14	-4	-3	-3	-3	-3	1473868277145
-1	6	21	5	4	9	3	1	1473868277150
8	44	23	4	2	2	-2	6	1473868277187
-5	-21	-13	-7	-8	-4	-2	-21	1473868277192
-12	2	34	8	9	1	3	10	1473868277188
33	22	-12	7	0	2	0	4	1473868277193
-22	-78	14	3	-1	-2	-3	-25	1473868277189
2	-2	-20	-8	-6	-5	-2	8	1473868277194
-2	-18	-3	-1	0	-9	0	-5	1473868277238
5	1	3	-11	-12	-18	-5	6	1473868277243
-2	8	-16	7	4	-7	1	-13	1473868277238
0	-25	3	-12	-4	0	-2	12	1473868277243
-5	3	3	7	6	-3	-1	3	1473868277282
-8	-4	-9	-3	-1	2	1	-1	1473868277287
-1	6	-50	-5	2	-4	0	3	1473868277285
9	11	13	-6	5	-1	3	5	1473868277290
-5	-4	-16	-13	-5	-6	-3	-7	1473868277286
-3	3	19	11	5	0	2	7	1473868277291
1	1	-31	2	-1	6	-1	2	1473868277287
3	32	25	6	1	6	-1	1	1473868277292
-8	9	8	4	6	2	-1	1	1473868277332
25	32	-11	-13	-9	-3	-3	4	1473868277337
-6	4	44	6	-3	-6	1	14	1473868277333
-3	-6	-51	4	2	-1	-3	-1	1473868277338
0	7	0	3	6	10	3	1	1473868277380
-9	-5	-7	-5	-2	1	-4	-4	1473868277385
-1	7	6	0	0	-4	-1	2	1473868277380
-7	-11	0	-1	5	6	-1	-6	1473868277385
0	-1	-8	-3	-1	11	2	-2	1473868277381
-3	-7	-18	-2	-3	15	-2	0	1473868277386
0	-2	10	0	-1	11	0	-5	1473868277381
-2	-4	2	-3	-8	2	0	1	1473868277386
0	1	14	2	-1	1	-3	-4	1473868277425
1	0	22	5	2	-3	0	0	1473868277430
-3	2	-7	-2	-2	-7	0	-1	1473868277427
-2	-4	-2	-2	-1	-8	-1	-4	1473868277432
2	3	12	-1	-3	-8	-2	0	1473868277428
-2	-6	0	-5	-2	-7	0	0	1473868277433
0	-1	-10	1	-4	-11	-2	-6	1473868277431
-1	-7	3	-3	-3	-6	-1	0	1473868277436
-1	-2	-3	-5	-3	-2	-2	0	1473868277475
-1	-1	-11	1	-2	-3	-1	-2	1473868277480
-1	-1	-3	-3	-3	-1	-3	-3	1473868277475
-2	-2	11	-4	-3	-3	0	0	1473868277480
-2	-1	2	1	3	7	-1	-4	1473868277520
